dt,AverageTemperature,City,Country,Latitude,Longitude
1882-04-01,,Parnaíba,Brazil,2.41S,40.98W
1882-05-01,,Parnaíba,Brazil,2.41S,40.98W
1882-06-01,,Parnaíba,Brazil,2.41S,40.98W
1882-07-01,,Parnaíba,Brazil,2.41S,40.98W
1882-08-01,,Parnaíba,Brazil,2.41S,40.98W
1882-09-01,,Parnaíba,Brazil,2.41S,40.98W
1882-10-01,,Parnaíba,Brazil,2.41S,40.98W
1882-11-01,,Parnaíba,Brazil,2.41S,40.98W
1882-12-01,,Parnaíba,Brazil,2.41S,40.98W
1883-01-01,,Parnaíba,Brazil,2.41S,40.98W
1883-02-01,,Parnaíba,Brazil,2.41S,40.98W
1883-03-01,,Parnaíba,Brazil,2.41S,40.98W
1883-04-01,,Parnaíba,Brazil,2.41S,40.98W
1883-05-01,,Parnaíba,Brazil,2.41S,40.98W
1883-06-01,,Parnaíba,Brazil,2.41S,40.98W
1883-07-01,,Parnaíba,Brazil,2.41S,40.98W
1883-08-01,,Parnaíba,Brazil,2.41S,40.98W
1883-09-01,,Parnaíba,Brazil,2.41S,40.98W
1883-10-01,,Parnaíba,Brazil,2.41S,40.98W
1883-11-01,,Parnaíba,Brazil,2.41S,40.98W
1883-12-01,,Parnaíba,Brazil,2.41S,40.98W
1884-01-01,,Parnaíba,Brazil,2.41S,40.98W
1884-02-01,,Parnaíba,Brazil,2.41S,40.98W
1884-03-01,,Parnaíba,Brazil,2.41S,40.98W
1884-04-01,,Parnaíba,Brazil,2.41S,40.98W
1884-05-01,,Parnaíba,Brazil,2.41S,40.98W
1884-06-01,,Parnaíba,Brazil,2.41S,40.98W
1884-07-01,,Parnaíba,Brazil,2.41S,40.98W
1884-08-01,,Parnaíba,Brazil,2.41S,40.98W
1884-09-01,,Parnaíba,Brazil,2.41S,40.98W
1884-10-01,,Parnaíba,Brazil,2.41S,40.98W
1884-11-01,,Parnaíba,Brazil,2.41S,40.98W
1884-12-01,,Parnaíba,Brazil,2.41S,40.98W
1885-01-01,,Parnaíba,Brazil,2.41S,40.98W
1885-02-01,,Parnaíba,Brazil,2.41S,40.98W
1885-03-01,,Parnaíba,Brazil,2.41S,40.98W
1885-04-01,,Parnaíba,Brazil,2.41S,40.98W
1885-05-01,,Parnaíba,Brazil,2.41S,40.98W
1885-06-01,,Parnaíba,Brazil,2.41S,40.98W
1885-07-01,,Parnaíba,Brazil,2.41S,40.98W
1885-08-01,,Parnaíba,Brazil,2.41S,40.98W
1885-09-01,,Parnaíba,Brazil,2.41S,40.98W
1885-10-01,,Parnaíba,Brazil,2.41S,40.98W
1885-11-01,,Parnaíba,Brazil,2.41S,40.98W
1885-12-01,,Parnaíba,Brazil,2.41S,40.98W
1886-01-01,,Parnaíba,Brazil,2.41S,40.98W
1886-02-01,,Parnaíba,Brazil,2.41S,40.98W
1886-03-01,,Parnaíba,Brazil,2.41S,40.98W
1886-04-01,,Parnaíba,Brazil,2.41S,40.98W
1886-05-01,,Parnaíba,Brazil,2.41S,40.98W
1886-06-01,,Parnaíba,Brazil,2.41S,40.98W
1886-07-01,,Parnaíba,Brazil,2.41S,40.98W
1886-08-01,,Parnaíba,Brazil,2.41S,40.98W
1886-09-01,,Parnaíba,Brazil,2.41S,40.98W
1886-10-01,,Parnaíba,Brazil,2.41S,40.98W
1886-11-01,,Parnaíba,Brazil,2.41S,40.98W
1886-12-01,,Parnaíba,Brazil,2.41S,40.98W
1887-01-01,26.016,Parnaíba,Brazil,2.41S,40.98W
1887-02-01,26.163,Parnaíba,Brazil,2.41S,40.98W
1887-03-01,26.333,Parnaíba,Brazil,2.41S,40.98W
1887-04-01,26.702,Parnaíba,Brazil,2.41S,40.98W
1887-05-01,26.969,Parnaíba,Brazil,2.41S,40.98W
1887-06-01,26.587,Parnaíba,Brazil,2.41S,40.98W
1887-07-01,26.591,Parnaíba,Brazil,2.41S,40.98W
1887-08-01,26.419,Parnaíba,Brazil,2.41S,40.98W
1887-09-01,27.074,Parnaíba,Brazil,2.41S,40.98W
1887-10-01,27.383000000000003,Parnaíba,Brazil,2.41S,40.98W
1887-11-01,27.648000000000003,Parnaíba,Brazil,2.41S,40.98W
1887-12-01,27.561,Parnaíba,Brazil,2.41S,40.98W
1888-01-01,26.778,Parnaíba,Brazil,2.41S,40.98W
1888-02-01,26.182,Parnaíba,Brazil,2.41S,40.98W
1888-03-01,26.329,Parnaíba,Brazil,2.41S,40.98W
1888-04-01,26.644,Parnaíba,Brazil,2.41S,40.98W
1888-05-01,26.747,Parnaíba,Brazil,2.41S,40.98W
1888-06-01,26.673,Parnaíba,Brazil,2.41S,40.98W
1888-07-01,26.649,Parnaíba,Brazil,2.41S,40.98W
1888-08-01,26.674,Parnaíba,Brazil,2.41S,40.98W
1888-09-01,27.28,Parnaíba,Brazil,2.41S,40.98W
1888-10-01,28.012,Parnaíba,Brazil,2.41S,40.98W
1888-11-01,28.23,Parnaíba,Brazil,2.41S,40.98W
1888-12-01,27.836,Parnaíba,Brazil,2.41S,40.98W
1889-01-01,26.964,Parnaíba,Brazil,2.41S,40.98W
1889-02-01,27.553,Parnaíba,Brazil,2.41S,40.98W
1889-03-01,27.342,Parnaíba,Brazil,2.41S,40.98W
1889-04-01,27.48,Parnaíba,Brazil,2.41S,40.98W
1889-05-01,27.366999999999997,Parnaíba,Brazil,2.41S,40.98W
1889-06-01,26.801,Parnaíba,Brazil,2.41S,40.98W
1889-07-01,26.696,Parnaíba,Brazil,2.41S,40.98W
1889-08-01,26.688,Parnaíba,Brazil,2.41S,40.98W
1889-09-01,26.677,Parnaíba,Brazil,2.41S,40.98W
1889-10-01,27.324,Parnaíba,Brazil,2.41S,40.98W
1889-11-01,27.25,Parnaíba,Brazil,2.41S,40.98W
1889-12-01,27.677,Parnaíba,Brazil,2.41S,40.98W
1890-01-01,26.531,Parnaíba,Brazil,2.41S,40.98W
1890-02-01,26.424,Parnaíba,Brazil,2.41S,40.98W
1890-03-01,26.111,Parnaíba,Brazil,2.41S,40.98W
1890-04-01,26.635,Parnaíba,Brazil,2.41S,40.98W
1890-05-01,26.591,Parnaíba,Brazil,2.41S,40.98W
1890-06-01,26.217,Parnaíba,Brazil,2.41S,40.98W
1890-07-01,26.449,Parnaíba,Brazil,2.41S,40.98W
1890-08-01,26.721,Parnaíba,Brazil,2.41S,40.98W
1890-09-01,27.17,Parnaíba,Brazil,2.41S,40.98W
1890-10-01,27.788,Parnaíba,Brazil,2.41S,40.98W
1890-11-01,27.82,Parnaíba,Brazil,2.41S,40.98W
1890-12-01,27.741999999999997,Parnaíba,Brazil,2.41S,40.98W
1891-01-01,26.649,Parnaíba,Brazil,2.41S,40.98W
1891-02-01,25.99,Parnaíba,Brazil,2.41S,40.98W
1891-03-01,26.619,Parnaíba,Brazil,2.41S,40.98W
1891-04-01,26.57,Parnaíba,Brazil,2.41S,40.98W
1891-05-01,,Parnaíba,Brazil,2.41S,40.98W
1891-06-01,26.487,Parnaíba,Brazil,2.41S,40.98W
1891-07-01,26.325,Parnaíba,Brazil,2.41S,40.98W
1891-08-01,,Parnaíba,Brazil,2.41S,40.98W
1891-09-01,26.930999999999997,Parnaíba,Brazil,2.41S,40.98W
1891-10-01,27.154,Parnaíba,Brazil,2.41S,40.98W
1891-11-01,27.464,Parnaíba,Brazil,2.41S,40.98W
1891-12-01,27.91200000000001,Parnaíba,Brazil,2.41S,40.98W
1892-01-01,27.015,Parnaíba,Brazil,2.41S,40.98W
1892-02-01,26.685,Parnaíba,Brazil,2.41S,40.98W
1892-03-01,26.551,Parnaíba,Brazil,2.41S,40.98W
1892-04-01,26.565,Parnaíba,Brazil,2.41S,40.98W
1892-05-01,26.75,Parnaíba,Brazil,2.41S,40.98W
1892-06-01,26.927,Parnaíba,Brazil,2.41S,40.98W
1892-07-01,26.25500000000001,Parnaíba,Brazil,2.41S,40.98W
1892-08-01,26.469,Parnaíba,Brazil,2.41S,40.98W
1892-09-01,26.968000000000004,Parnaíba,Brazil,2.41S,40.98W
1892-10-01,27.61,Parnaíba,Brazil,2.41S,40.98W
1892-11-01,27.129,Parnaíba,Brazil,2.41S,40.98W
1892-12-01,27.381,Parnaíba,Brazil,2.41S,40.98W
1893-01-01,25.583,Parnaíba,Brazil,2.41S,40.98W
1893-02-01,25.642,Parnaíba,Brazil,2.41S,40.98W
1893-03-01,26.689,Parnaíba,Brazil,2.41S,40.98W
1893-04-01,26.844,Parnaíba,Brazil,2.41S,40.98W
1893-05-01,26.886,Parnaíba,Brazil,2.41S,40.98W
1893-06-01,26.703000000000003,Parnaíba,Brazil,2.41S,40.98W
1893-07-01,26.618,Parnaíba,Brazil,2.41S,40.98W
1893-08-01,26.509,Parnaíba,Brazil,2.41S,40.98W
1893-09-01,27.031,Parnaíba,Brazil,2.41S,40.98W
1893-10-01,27.661,Parnaíba,Brazil,2.41S,40.98W
1893-11-01,27.792,Parnaíba,Brazil,2.41S,40.98W
1893-12-01,27.411,Parnaíba,Brazil,2.41S,40.98W
1894-01-01,26.891,Parnaíba,Brazil,2.41S,40.98W
1894-02-01,27.308000000000003,Parnaíba,Brazil,2.41S,40.98W
1894-03-01,27.228,Parnaíba,Brazil,2.41S,40.98W
1894-04-01,26.793000000000003,Parnaíba,Brazil,2.41S,40.98W
1894-05-01,27.008000000000003,Parnaíba,Brazil,2.41S,40.98W
1894-06-01,26.359,Parnaíba,Brazil,2.41S,40.98W
1894-07-01,26.186,Parnaíba,Brazil,2.41S,40.98W
1894-08-01,26.538,Parnaíba,Brazil,2.41S,40.98W
1894-09-01,27.084,Parnaíba,Brazil,2.41S,40.98W
1894-10-01,27.797,Parnaíba,Brazil,2.41S,40.98W
1894-11-01,27.613000000000003,Parnaíba,Brazil,2.41S,40.98W
1894-12-01,27.663,Parnaíba,Brazil,2.41S,40.98W
1895-01-01,26.868,Parnaíba,Brazil,2.41S,40.98W
1895-02-01,26.587,Parnaíba,Brazil,2.41S,40.98W
1895-03-01,26.533,Parnaíba,Brazil,2.41S,40.98W
1895-04-01,27.305,Parnaíba,Brazil,2.41S,40.98W
1895-05-01,27.071,Parnaíba,Brazil,2.41S,40.98W
1895-06-01,26.769,Parnaíba,Brazil,2.41S,40.98W
1895-07-01,26.636,Parnaíba,Brazil,2.41S,40.98W
1895-08-01,26.636,Parnaíba,Brazil,2.41S,40.98W
1895-09-01,26.801,Parnaíba,Brazil,2.41S,40.98W
1895-10-01,27.546,Parnaíba,Brazil,2.41S,40.98W
1895-11-01,27.824,Parnaíba,Brazil,2.41S,40.98W
1895-12-01,27.635,Parnaíba,Brazil,2.41S,40.98W
1896-01-01,27.383000000000003,Parnaíba,Brazil,2.41S,40.98W
1896-02-01,27.62,Parnaíba,Brazil,2.41S,40.98W
1896-03-01,26.412,Parnaíba,Brazil,2.41S,40.98W
1896-04-01,26.484,Parnaíba,Brazil,2.41S,40.98W
1896-05-01,26.461,Parnaíba,Brazil,2.41S,40.98W
1896-06-01,25.994,Parnaíba,Brazil,2.41S,40.98W
1896-07-01,26.764,Parnaíba,Brazil,2.41S,40.98W
1896-08-01,26.651999999999997,Parnaíba,Brazil,2.41S,40.98W
1896-09-01,27.339,Parnaíba,Brazil,2.41S,40.98W
1896-10-01,28.001,Parnaíba,Brazil,2.41S,40.98W
1896-11-01,28.356,Parnaíba,Brazil,2.41S,40.98W
1896-12-01,28.259,Parnaíba,Brazil,2.41S,40.98W
1897-01-01,27.989,Parnaíba,Brazil,2.41S,40.98W
1897-02-01,26.222,Parnaíba,Brazil,2.41S,40.98W
1897-03-01,26.649,Parnaíba,Brazil,2.41S,40.98W
1897-04-01,26.483,Parnaíba,Brazil,2.41S,40.98W
1897-05-01,26.741999999999997,Parnaíba,Brazil,2.41S,40.98W
1897-06-01,25.91,Parnaíba,Brazil,2.41S,40.98W
1897-07-01,25.737,Parnaíba,Brazil,2.41S,40.98W
1897-08-01,26.1,Parnaíba,Brazil,2.41S,40.98W
1897-09-01,27.22300000000001,Parnaíba,Brazil,2.41S,40.98W
1897-10-01,27.676,Parnaíba,Brazil,2.41S,40.98W
1897-11-01,28.01,Parnaíba,Brazil,2.41S,40.98W
1897-12-01,27.986,Parnaíba,Brazil,2.41S,40.98W
1898-01-01,27.924,Parnaíba,Brazil,2.41S,40.98W
1898-02-01,26.433000000000003,Parnaíba,Brazil,2.41S,40.98W
1898-03-01,27.47,Parnaíba,Brazil,2.41S,40.98W
1898-04-01,26.879,Parnaíba,Brazil,2.41S,40.98W
1898-05-01,27.758000000000003,Parnaíba,Brazil,2.41S,40.98W
1898-06-01,27.356,Parnaíba,Brazil,2.41S,40.98W
1898-07-01,26.86,Parnaíba,Brazil,2.41S,40.98W
1898-08-01,26.596,Parnaíba,Brazil,2.41S,40.98W
1898-09-01,26.991999999999997,Parnaíba,Brazil,2.41S,40.98W
1898-10-01,27.499,Parnaíba,Brazil,2.41S,40.98W
1898-11-01,27.946,Parnaíba,Brazil,2.41S,40.98W
1898-12-01,27.267000000000003,Parnaíba,Brazil,2.41S,40.98W
1899-01-01,27.023000000000003,Parnaíba,Brazil,2.41S,40.98W
1899-02-01,25.353,Parnaíba,Brazil,2.41S,40.98W
1899-03-01,25.553,Parnaíba,Brazil,2.41S,40.98W
1899-04-01,26.024,Parnaíba,Brazil,2.41S,40.98W
1899-05-01,26.257,Parnaíba,Brazil,2.41S,40.98W
1899-06-01,25.733,Parnaíba,Brazil,2.41S,40.98W
1899-07-01,25.554,Parnaíba,Brazil,2.41S,40.98W
1899-08-01,26.139,Parnaíba,Brazil,2.41S,40.98W
1899-09-01,27.046,Parnaíba,Brazil,2.41S,40.98W
1899-10-01,27.372,Parnaíba,Brazil,2.41S,40.98W
1899-11-01,28.072,Parnaíba,Brazil,2.41S,40.98W
1899-12-01,28.09800000000001,Parnaíba,Brazil,2.41S,40.98W
1900-01-01,27.065,Parnaíba,Brazil,2.41S,40.98W
1900-02-01,27.08,Parnaíba,Brazil,2.41S,40.98W
1900-03-01,28.196,Parnaíba,Brazil,2.41S,40.98W
1900-04-01,28.081,Parnaíba,Brazil,2.41S,40.98W
1900-05-01,28.522,Parnaíba,Brazil,2.41S,40.98W
1900-06-01,27.723000000000003,Parnaíba,Brazil,2.41S,40.98W
1900-07-01,27.31,Parnaíba,Brazil,2.41S,40.98W
1900-08-01,27.138,Parnaíba,Brazil,2.41S,40.98W
1900-09-01,27.74,Parnaíba,Brazil,2.41S,40.98W
1900-10-01,28.142,Parnaíba,Brazil,2.41S,40.98W
1900-11-01,28.292,Parnaíba,Brazil,2.41S,40.98W
1900-12-01,27.724,Parnaíba,Brazil,2.41S,40.98W
1901-01-01,27.555,Parnaíba,Brazil,2.41S,40.98W
1901-02-01,27.180999999999997,Parnaíba,Brazil,2.41S,40.98W
1901-03-01,26.785,Parnaíba,Brazil,2.41S,40.98W
1901-04-01,26.966,Parnaíba,Brazil,2.41S,40.98W
1901-05-01,26.74,Parnaíba,Brazil,2.41S,40.98W
1901-06-01,27.498,Parnaíba,Brazil,2.41S,40.98W
1901-07-01,27.002,Parnaíba,Brazil,2.41S,40.98W
1901-08-01,27.148000000000003,Parnaíba,Brazil,2.41S,40.98W
1901-09-01,27.326,Parnaíba,Brazil,2.41S,40.98W
1901-10-01,27.626,Parnaíba,Brazil,2.41S,40.98W
1901-11-01,28.107,Parnaíba,Brazil,2.41S,40.98W
1901-12-01,27.868,Parnaíba,Brazil,2.41S,40.98W
1902-01-01,27.351,Parnaíba,Brazil,2.41S,40.98W
1902-02-01,27.61,Parnaíba,Brazil,2.41S,40.98W
1902-03-01,27.285,Parnaíba,Brazil,2.41S,40.98W
1902-04-01,27.243,Parnaíba,Brazil,2.41S,40.98W
1902-05-01,26.767,Parnaíba,Brazil,2.41S,40.98W
1902-06-01,27.415,Parnaíba,Brazil,2.41S,40.98W
1902-07-01,27.031,Parnaíba,Brazil,2.41S,40.98W
1902-08-01,26.805,Parnaíba,Brazil,2.41S,40.98W
1902-09-01,27.07,Parnaíba,Brazil,2.41S,40.98W
1902-10-01,27.132,Parnaíba,Brazil,2.41S,40.98W
1902-11-01,27.386,Parnaíba,Brazil,2.41S,40.98W
1902-12-01,27.91,Parnaíba,Brazil,2.41S,40.98W
1903-01-01,27.216,Parnaíba,Brazil,2.41S,40.98W
1903-02-01,26.597,Parnaíba,Brazil,2.41S,40.98W
1903-03-01,26.851,Parnaíba,Brazil,2.41S,40.98W
1903-04-01,27.715,Parnaíba,Brazil,2.41S,40.98W
1903-05-01,27.877,Parnaíba,Brazil,2.41S,40.98W
1903-06-01,27.447,Parnaíba,Brazil,2.41S,40.98W
1903-07-01,27.163,Parnaíba,Brazil,2.41S,40.98W
1903-08-01,26.862,Parnaíba,Brazil,2.41S,40.98W
1903-09-01,26.905,Parnaíba,Brazil,2.41S,40.98W
1903-10-01,27.382,Parnaíba,Brazil,2.41S,40.98W
1903-11-01,27.796,Parnaíba,Brazil,2.41S,40.98W
1903-12-01,27.790000000000006,Parnaíba,Brazil,2.41S,40.98W
1904-01-01,26.799,Parnaíba,Brazil,2.41S,40.98W
1904-02-01,27.08,Parnaíba,Brazil,2.41S,40.98W
1904-03-01,26.168000000000003,Parnaíba,Brazil,2.41S,40.98W
1904-04-01,27.089,Parnaíba,Brazil,2.41S,40.98W
1904-05-01,26.921999999999997,Parnaíba,Brazil,2.41S,40.98W
1904-06-01,26.67,Parnaíba,Brazil,2.41S,40.98W
1904-07-01,25.96,Parnaíba,Brazil,2.41S,40.98W
1904-08-01,25.774,Parnaíba,Brazil,2.41S,40.98W
1904-09-01,26.552,Parnaíba,Brazil,2.41S,40.98W
1904-10-01,26.903,Parnaíba,Brazil,2.41S,40.98W
1904-11-01,27.45,Parnaíba,Brazil,2.41S,40.98W
1904-12-01,27.326,Parnaíba,Brazil,2.41S,40.98W
1905-01-01,27.228,Parnaíba,Brazil,2.41S,40.98W
1905-02-01,26.355,Parnaíba,Brazil,2.41S,40.98W
1905-03-01,26.052,Parnaíba,Brazil,2.41S,40.98W
1905-04-01,26.469,Parnaíba,Brazil,2.41S,40.98W
1905-05-01,27.344,Parnaíba,Brazil,2.41S,40.98W
1905-06-01,27.191,Parnaíba,Brazil,2.41S,40.98W
1905-07-01,26.774,Parnaíba,Brazil,2.41S,40.98W
1905-08-01,27.044,Parnaíba,Brazil,2.41S,40.98W
1905-09-01,27.256,Parnaíba,Brazil,2.41S,40.98W
1905-10-01,27.261,Parnaíba,Brazil,2.41S,40.98W
1905-11-01,28.36,Parnaíba,Brazil,2.41S,40.98W
1905-12-01,27.416,Parnaíba,Brazil,2.41S,40.98W
1906-01-01,27.639,Parnaíba,Brazil,2.41S,40.98W
1906-02-01,26.627,Parnaíba,Brazil,2.41S,40.98W
1906-03-01,26.971,Parnaíba,Brazil,2.41S,40.98W
1906-04-01,26.648000000000003,Parnaíba,Brazil,2.41S,40.98W
1906-05-01,26.217,Parnaíba,Brazil,2.41S,40.98W
1906-06-01,26.136999999999997,Parnaíba,Brazil,2.41S,40.98W
1906-07-01,26.448,Parnaíba,Brazil,2.41S,40.98W
1906-08-01,26.628,Parnaíba,Brazil,2.41S,40.98W
1906-09-01,26.899,Parnaíba,Brazil,2.41S,40.98W
1906-10-01,27.462,Parnaíba,Brazil,2.41S,40.98W
1906-11-01,27.839,Parnaíba,Brazil,2.41S,40.98W
1906-12-01,27.792,Parnaíba,Brazil,2.41S,40.98W
1907-01-01,27.301,Parnaíba,Brazil,2.41S,40.98W
1907-02-01,26.463,Parnaíba,Brazil,2.41S,40.98W
1907-03-01,27.07,Parnaíba,Brazil,2.41S,40.98W
1907-04-01,27.34,Parnaíba,Brazil,2.41S,40.98W
1907-05-01,27.924,Parnaíba,Brazil,2.41S,40.98W
1907-06-01,27.656999999999996,Parnaíba,Brazil,2.41S,40.98W
1907-07-01,26.038,Parnaíba,Brazil,2.41S,40.98W
1907-08-01,26.894,Parnaíba,Brazil,2.41S,40.98W
1907-09-01,27.229000000000006,Parnaíba,Brazil,2.41S,40.98W
1907-10-01,27.897,Parnaíba,Brazil,2.41S,40.98W
1907-11-01,27.997,Parnaíba,Brazil,2.41S,40.98W
1907-12-01,27.680999999999997,Parnaíba,Brazil,2.41S,40.98W
1908-01-01,27.773000000000003,Parnaíba,Brazil,2.41S,40.98W
1908-02-01,28.353,Parnaíba,Brazil,2.41S,40.98W
1908-03-01,27.189,Parnaíba,Brazil,2.41S,40.98W
1908-04-01,27.476,Parnaíba,Brazil,2.41S,40.98W
1908-05-01,27.763,Parnaíba,Brazil,2.41S,40.98W
1908-06-01,27.706,Parnaíba,Brazil,2.41S,40.98W
1908-07-01,27.328000000000003,Parnaíba,Brazil,2.41S,40.98W
1908-08-01,27.372,Parnaíba,Brazil,2.41S,40.98W
1908-09-01,27.724,Parnaíba,Brazil,2.41S,40.98W
1908-10-01,27.774,Parnaíba,Brazil,2.41S,40.98W
1908-11-01,27.591,Parnaíba,Brazil,2.41S,40.98W
1908-12-01,27.843000000000004,Parnaíba,Brazil,2.41S,40.98W
1909-01-01,27.16,Parnaíba,Brazil,2.41S,40.98W
1909-02-01,26.945,Parnaíba,Brazil,2.41S,40.98W
1909-03-01,27.702,Parnaíba,Brazil,2.41S,40.98W
1909-04-01,27.411,Parnaíba,Brazil,2.41S,40.98W
1909-05-01,27.724,Parnaíba,Brazil,2.41S,40.98W
1909-06-01,27.893,Parnaíba,Brazil,2.41S,40.98W
1909-07-01,27.055,Parnaíba,Brazil,2.41S,40.98W
1909-08-01,26.868,Parnaíba,Brazil,2.41S,40.98W
1909-09-01,27.236,Parnaíba,Brazil,2.41S,40.98W
1909-10-01,27.755,Parnaíba,Brazil,2.41S,40.98W
1909-11-01,28.212,Parnaíba,Brazil,2.41S,40.98W
1909-12-01,27.831999999999997,Parnaíba,Brazil,2.41S,40.98W
1910-01-01,26.821,Parnaíba,Brazil,2.41S,40.98W
1910-02-01,27.372,Parnaíba,Brazil,2.41S,40.98W
1910-03-01,26.725,Parnaíba,Brazil,2.41S,40.98W
1910-04-01,26.748,Parnaíba,Brazil,2.41S,40.98W
1910-05-01,26.553,Parnaíba,Brazil,2.41S,40.98W
1910-06-01,26.533,Parnaíba,Brazil,2.41S,40.98W
1910-07-01,26.669,Parnaíba,Brazil,2.41S,40.98W
1910-08-01,26.963,Parnaíba,Brazil,2.41S,40.98W
1910-09-01,27.373,Parnaíba,Brazil,2.41S,40.98W
1910-10-01,27.945,Parnaíba,Brazil,2.41S,40.98W
1910-11-01,27.835,Parnaíba,Brazil,2.41S,40.98W
1910-12-01,27.324,Parnaíba,Brazil,2.41S,40.98W
1911-01-01,26.3,Parnaíba,Brazil,2.41S,40.98W
1911-02-01,26.633000000000003,Parnaíba,Brazil,2.41S,40.98W
1911-03-01,25.866999999999997,Parnaíba,Brazil,2.41S,40.98W
1911-04-01,26.965,Parnaíba,Brazil,2.41S,40.98W
1911-05-01,27.386,Parnaíba,Brazil,2.41S,40.98W
1911-06-01,27.994,Parnaíba,Brazil,2.41S,40.98W
1911-07-01,26.958,Parnaíba,Brazil,2.41S,40.98W
1911-08-01,26.941,Parnaíba,Brazil,2.41S,40.98W
1911-09-01,27.241999999999997,Parnaíba,Brazil,2.41S,40.98W
1911-10-01,27.375,Parnaíba,Brazil,2.41S,40.98W
1911-11-01,27.716,Parnaíba,Brazil,2.41S,40.98W
1911-12-01,27.5,Parnaíba,Brazil,2.41S,40.98W
1912-01-01,26.923,Parnaíba,Brazil,2.41S,40.98W
1912-02-01,26.34,Parnaíba,Brazil,2.41S,40.98W
1912-03-01,26.249,Parnaíba,Brazil,2.41S,40.98W
1912-04-01,26.752,Parnaíba,Brazil,2.41S,40.98W
1912-05-01,26.713,Parnaíba,Brazil,2.41S,40.98W
1912-06-01,26.522,Parnaíba,Brazil,2.41S,40.98W
1912-07-01,26.284,Parnaíba,Brazil,2.41S,40.98W
1912-08-01,26.616,Parnaíba,Brazil,2.41S,40.98W
1912-09-01,26.965,Parnaíba,Brazil,2.41S,40.98W
1912-10-01,27.334,Parnaíba,Brazil,2.41S,40.98W
1912-11-01,27.829,Parnaíba,Brazil,2.41S,40.98W
1912-12-01,27.805999999999997,Parnaíba,Brazil,2.41S,40.98W
1913-01-01,27.765,Parnaíba,Brazil,2.41S,40.98W
1913-02-01,26.072,Parnaíba,Brazil,2.41S,40.98W
1913-03-01,26.305999999999997,Parnaíba,Brazil,2.41S,40.98W
1913-04-01,26.573,Parnaíba,Brazil,2.41S,40.98W
1913-05-01,26.3,Parnaíba,Brazil,2.41S,40.98W
1913-06-01,26.404,Parnaíba,Brazil,2.41S,40.98W
1913-07-01,26.036,Parnaíba,Brazil,2.41S,40.98W
1913-08-01,26.675,Parnaíba,Brazil,2.41S,40.98W
1913-09-01,26.99,Parnaíba,Brazil,2.41S,40.98W
1913-10-01,27.419,Parnaíba,Brazil,2.41S,40.98W
1913-11-01,28.055,Parnaíba,Brazil,2.41S,40.98W
1913-12-01,27.47300000000001,Parnaíba,Brazil,2.41S,40.98W
1914-01-01,27.106,Parnaíba,Brazil,2.41S,40.98W
1914-02-01,26.814,Parnaíba,Brazil,2.41S,40.98W
1914-03-01,26.84,Parnaíba,Brazil,2.41S,40.98W
1914-04-01,27.058000000000003,Parnaíba,Brazil,2.41S,40.98W
1914-05-01,27.095,Parnaíba,Brazil,2.41S,40.98W
1914-06-01,26.577,Parnaíba,Brazil,2.41S,40.98W
1914-07-01,26.09,Parnaíba,Brazil,2.41S,40.98W
1914-08-01,26.11,Parnaíba,Brazil,2.41S,40.98W
1914-09-01,27.144,Parnaíba,Brazil,2.41S,40.98W
1914-10-01,27.494,Parnaíba,Brazil,2.41S,40.98W
1914-11-01,27.868,Parnaíba,Brazil,2.41S,40.98W
1914-12-01,28.22300000000001,Parnaíba,Brazil,2.41S,40.98W
1915-01-01,27.936,Parnaíba,Brazil,2.41S,40.98W
1915-02-01,28.331,Parnaíba,Brazil,2.41S,40.98W
1915-03-01,29.389,Parnaíba,Brazil,2.41S,40.98W
1915-04-01,28.454,Parnaíba,Brazil,2.41S,40.98W
1915-05-01,28.988000000000003,Parnaíba,Brazil,2.41S,40.98W
1915-06-01,28.247,Parnaíba,Brazil,2.41S,40.98W
1915-07-01,27.858,Parnaíba,Brazil,2.41S,40.98W
1915-08-01,27.648000000000003,Parnaíba,Brazil,2.41S,40.98W
1915-09-01,27.584,Parnaíba,Brazil,2.41S,40.98W
1915-10-01,28.138,Parnaíba,Brazil,2.41S,40.98W
1915-11-01,28.514,Parnaíba,Brazil,2.41S,40.98W
1915-12-01,27.745,Parnaíba,Brazil,2.41S,40.98W
1916-01-01,27.405,Parnaíba,Brazil,2.41S,40.98W
1916-02-01,27.661,Parnaíba,Brazil,2.41S,40.98W
1916-03-01,26.59,Parnaíba,Brazil,2.41S,40.98W
1916-04-01,27.123,Parnaíba,Brazil,2.41S,40.98W
1916-05-01,26.566999999999997,Parnaíba,Brazil,2.41S,40.98W
1916-06-01,26.037,Parnaíba,Brazil,2.41S,40.98W
1916-07-01,25.834,Parnaíba,Brazil,2.41S,40.98W
1916-08-01,26.321,Parnaíba,Brazil,2.41S,40.98W
1916-09-01,26.843000000000004,Parnaíba,Brazil,2.41S,40.98W
1916-10-01,27.56,Parnaíba,Brazil,2.41S,40.98W
1916-11-01,27.815,Parnaíba,Brazil,2.41S,40.98W
1916-12-01,27.564,Parnaíba,Brazil,2.41S,40.98W
1917-01-01,26.118,Parnaíba,Brazil,2.41S,40.98W
1917-02-01,25.603,Parnaíba,Brazil,2.41S,40.98W
1917-03-01,26.055,Parnaíba,Brazil,2.41S,40.98W
1917-04-01,26.475,Parnaíba,Brazil,2.41S,40.98W
1917-05-01,26.081,Parnaíba,Brazil,2.41S,40.98W
